technology,year,parameter,value,unit,source,further description,file_path
helmeth,2030,lifetime,25.0,years,no source, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
home battery inverter,2030,FOM,0.34,%/year,"Global Energy System based on 100% Renewable Energy, Energywatchgroup/LTU University, 2019, Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",:  Fixed O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
home battery inverter,2030,efficiency,0.96,per unit,"Global Energy System based on 100% Renewable Energy, Energywatchgroup/LTU University, 2019, Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",:  Round trip efficiency DC,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
home battery inverter,2030,investment,228.06,EUR/kW,"Global Energy System based on 100% Renewable Energy, Energywatchgroup/LTU University, 2019, Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",:  Output capacity expansion cost investment,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
home battery inverter,2030,lifetime,10.0,years,"Global Energy System based on 100% Renewable Energy, Energywatchgroup/LTU University, 2019, Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx, Note K.",:  Technical lifetime,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
home battery storage,2030,investment,202.9,EUR/kWh,"Global Energy System based on 100% Renewable Energy, Energywatchgroup/LTU University, 2019, Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",:  Energy storage expansion cost investment,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
home battery storage,2030,lifetime,25.0,years,"Global Energy System based on 100% Renewable Energy, Energywatchgroup/LTU University, 2019, Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",:  Technical lifetime,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
hydro,2030,FOM,1.0,%/year,DIW DataDoc http://hdl.handle.net/10419/80348, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
hydro,2030,efficiency,0.9,per unit,DIW DataDoc http://hdl.handle.net/10419/80348, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
hydro,2030,investment,2208.16,EUR/kWel,DIW DataDoc http://hdl.handle.net/10419/80348, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
hydro,2030,lifetime,80.0,years,IEA2010, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
hydrogen storage compressor,2030,FOM,4.0,%/year,"Based on Stöckl et al (2021): https://doi.org/10.48550/arXiv.2005.03464, table SI.4.",,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
hydrogen storage compressor,2030,compression-electricity-input,0.05,MWh_el/MWh_H2,"Based on Stöckl et al (2021): https://doi.org/10.48550/arXiv.2005.03464, table SI.4.",,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
hydrogen storage compressor,2030,investment,79.42,EUR/kWh_H2,"Based on Stöckl et al (2021): https://doi.org/10.48550/arXiv.2005.03464, table SI.4.",,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
hydrogen storage compressor,2030,lifetime,15.0,years,"Based on Stöckl et al (2021): https://doi.org/10.48550/arXiv.2005.03464, table SI.4.",,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
hydrogen storage tank type 1,2030,FOM,2.0,%/year,"Based on Stöckl et al (2021): https://doi.org/10.48550/arXiv.2005.03464, table SI.9.",,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
hydrogen storage tank type 1,2030,investment,12.23,EUR/kWh_H2,"Based on Stöckl et al (2021): https://doi.org/10.48550/arXiv.2005.03464, table SI.9.",,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
hydrogen storage tank type 1,2030,lifetime,20.0,years,"Based on Stöckl et al (2021): https://doi.org/10.48550/arXiv.2005.03464, table SI.9.",,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
hydrogen storage tank type 1,2030,min_fill_level,6.0,%,"Based on Stöckl et al (2021): https://doi.org/10.48550/arXiv.2005.03464, table SI.9.",,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
hydrogen storage tank type 1 including compressor,2030,FOM,1.11,%/year,"Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",151a Hydrogen Storage - Tanks:  Fixed O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
hydrogen storage tank type 1 including compressor,2030,investment,44.91,EUR/kWh,"Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",151a Hydrogen Storage - Tanks:  Specific investment,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
hydrogen storage tank type 1 including compressor,2030,lifetime,30.0,years,"Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",151a Hydrogen Storage - Tanks:  Technical lifetime,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
hydrogen storage underground,2030,FOM,0.0,%/year,"Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",151c Hydrogen Storage - Caverns:  Fixed O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
hydrogen storage underground,2030,VOM,0.0,EUR/MWh,"Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",151c Hydrogen Storage - Caverns:  Variable O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
hydrogen storage underground,2030,investment,2.0,EUR/kWh,"Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",151c Hydrogen Storage - Caverns:  Specific investment,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
hydrogen storage underground,2030,lifetime,100.0,years,"Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",151c Hydrogen Storage - Caverns:  Technical lifetime,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
industrial heat pump high temperature,2030,FOM,0.09,%/year,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",302.b High temp. hp Up to 150:  Fixed O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
industrial heat pump high temperature,2030,VOM,3.2,EUR/MWh,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",302.b High temp. hp Up to 150:  Variable O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
industrial heat pump high temperature,2030,efficiency,3.05,per unit,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx","302.b High temp. hp Up to 150:  Total efficiency, net, annual average",/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
industrial heat pump high temperature,2030,investment,934.56,EUR/kW,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",302.b High temp. hp Up to 150:  Nominal investment,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
industrial heat pump high temperature,2030,lifetime,20.0,years,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",302.b High temp. hp Up to 150:  Technical lifetime,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
industrial heat pump medium temperature,2030,FOM,0.11,%/year,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",302.a High temp. hp Up to 125 C:  Fixed O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
industrial heat pump medium temperature,2030,VOM,3.2,EUR/MWh,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",302.a High temp. hp Up to 125 C:  Variable O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
industrial heat pump medium temperature,2030,efficiency,2.7,per unit,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx","302.a High temp. hp Up to 125 C:  Total efficiency, net, annual average",/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
industrial heat pump medium temperature,2030,investment,778.8,EUR/kW,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",302.a High temp. hp Up to 125 C:  Nominal investment,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
industrial heat pump medium temperature,2030,lifetime,20.0,years,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",302.a High temp. hp Up to 125 C:  Technical lifetime,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
lignite,2030,CO2 intensity,0.41,tCO2/MWh_th,Entwicklung der spezifischen Kohlendioxid-Emissionen des deutschen Strommix in den Jahren 1990 - 2018,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
lignite,2030,FOM,1.6,%/year,Lazard s Levelized Cost of Energy Analysis - Version 13.0,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
lignite,2030,VOM,3.5,EUR/MWh_e,Lazard s Levelized Cost of Energy Analysis - Version 13.0,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
lignite,2030,efficiency,0.33,per unit,Lazard s Levelized Cost of Energy Analysis - Version 13.0,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
lignite,2030,fuel,2.9,EUR/MWh_th,DIW,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
lignite,2030,investment,3845.51,EUR/kW_e,Lazard s Levelized Cost of Energy Analysis - Version 13.0,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
lignite,2030,lifetime,40.0,years,Lazard s Levelized Cost of Energy Analysis - Version 13.0,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
methanation,2030,FOM,3.0,%/year,"Agora Energiewende (2018): The Future Cost of Electricity-Based Synthetic Fuels (https://www.agora-energiewende.de/en/publications/the-future-cost-of-electricity-based-synthetic-fuels-1/), section 6.2.3.1",,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
methanation,2030,efficiency,0.8,per unit,"Agora Energiewende (2018): The Future Cost of Electricity-Based Synthetic Fuels (https://www.agora-energiewende.de/en/publications/the-future-cost-of-electricity-based-synthetic-fuels-1/), section 6.2.3.1",,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
methanation,2030,investment,628.6,EUR/kW_CH4,"Agora Energiewende (2018): The Future Cost of Electricity-Based Synthetic Fuels (https://www.agora-energiewende.de/en/publications/the-future-cost-of-electricity-based-synthetic-fuels-1/), table 6: __eference scenario_.",,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
methanation,2030,lifetime,20.0,years,Guesstimate.,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
methane storage tank incl. compressor,2030,FOM,1.9,%/year,"Guesstimate, based on hydrogen storage tank type 1 including compressor by DEA.",,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
methane storage tank incl. compressor,2030,investment,8629.2,EUR/m^3,Storage costs per l: https://www.compositesworld.com/articles/pressure-vessels-for-alternative-fuels-2014-2023 (2021-02-10).,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
methane storage tank incl. compressor,2030,lifetime,30.0,years,"Guesstimate, based on hydrogen storage tank type 1 including compressor by DEA.",,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
methanolisation,2030,FOM,3.0,%/year,"Agora Energiewende (2018): The Future Cost of Electricity-Based Synthetic Fuels (https://www.agora-energiewende.de/en/publications/the-future-cost-of-electricity-based-synthetic-fuels-1/), section 6.3.2.1.",98 Methanol from power:  Fixed O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
methanolisation,2030,VOM,6.27,EUR/MWh_MeOH,"Danish Energy Agency, data_sheets_for_renewable_fuels.xlsx",98 Methanol from power:  Variable O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
methanolisation,2030,capture rate,0.9,per unit,Assumption based on doi:10.1016/j.biombioe.2015.01.006,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
methanolisation,2030,investment,650711.26,EUR/MW_MeOH,"Agora Energiewende (2018): The Future Cost of Electricity-Based Synthetic Fuels (https://www.agora-energiewende.de/en/publications/the-future-cost-of-electricity-based-synthetic-fuels-1/), table 8: __eference scenario_.",98 Methanol from power:  Specific investment,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
methanolisation,2030,lifetime,20.0,years,"Danish Energy Agency, Technology Data for Renewable Fuels (04/2022), Data sheet __ethanol to Power_.",98 Methanol from power:  Technical lifetime,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
micro CHP,2030,FOM,6.11,%/year,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx",219 LT-PEMFC mCHP - natural gas:  Fixed O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
micro CHP,2030,efficiency,0.35,per unit,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx","219 LT-PEMFC mCHP - natural gas:  Electric efficiency, annual average, net",/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
micro CHP,2030,efficiency-heat,0.61,per unit,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx","219 LT-PEMFC mCHP - natural gas:  Heat efficiency, annual average, net",/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
micro CHP,2030,investment,7410.27,EUR/kW_th,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx",219 LT-PEMFC mCHP - natural gas:  Specific investment,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
micro CHP,2030,lifetime,20.0,years,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx",219 LT-PEMFC mCHP - natural gas:  Technical lifetime,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
nuclear,2030,FOM,1.4,%/year,Lazard s Levelized Cost of Energy Analysis - Version 13.0,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
nuclear,2030,VOM,3.5,EUR/MWh_e,Lazard s Levelized Cost of Energy Analysis - Version 13.0,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
nuclear,2030,efficiency,0.33,per unit,Lazard s Levelized Cost of Energy Analysis - Version 13.0,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
nuclear,2030,fuel,2.6,EUR/MWh_th,Lazard s Levelized Cost of Energy Analysis - Version 13.0,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
nuclear,2030,investment,6000.0,USD/kW_e,Lazard s Levelized Cost of Energy Analysis - Version 13.0,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
nuclear,2030,lifetime,40.0,years,Lazard s Levelized Cost of Energy Analysis - Version 13.0,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
offwind,2030,FOM,2.32,%/year,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx","21 Offshore turbines:  Fixed O&M [EUR/MW_e/y, 2020]",/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
offwind,2030,VOM,0.02,EUR/MWhel,RES costs made up to fix curtailment order, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
offwind,2030,investment,1523.55,"EUR/kW_e, 2020","Danish Energy Agency, technology_data_for_el_and_dh.xlsx","21 Offshore turbines:  Nominal investment [MEUR/MW_e, 2020] grid connection costs substracted from investment costs",/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
offwind,2030,lifetime,30.0,years,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",21 Offshore turbines:  Technical lifetime [years],/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
offwind-ac-connection-submarine,2030,investment,2685.0,EUR/MW/km,DEA https://ens.dk/en/our-services/projections-and-models/technology-data, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
offwind-ac-connection-underground,2030,investment,1342.0,EUR/MW/km,DEA https://ens.dk/en/our-services/projections-and-models/technology-data, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
offwind-ac-station,2030,investment,250.0,EUR/kWel,DEA https://ens.dk/en/our-services/projections-and-models/technology-data, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
offwind-dc-connection-submarine,2030,investment,2000.0,EUR/MW/km,DTU report based on Fig 34 of https://ec.europa.eu/energy/sites/ener/files/documents/2014_nsog_report.pdf, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
offwind-dc-connection-underground,2030,investment,1000.0,EUR/MW/km,Haertel 2017; average + 13% learning reduction, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
offwind-dc-station,2030,investment,400.0,EUR/kWel,Haertel 2017; assuming one onshore and one offshore node + 13% learning reduction, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
oil,2030,CO2 intensity,0.26,tCO2/MWh_th,Stoichiometric calculation with 44 GJ/t diesel and -CH2- approximation of diesel,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
oil,2030,FOM,2.46,%/year,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",50 Diesel engine farm:  Fixed O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
oil,2030,VOM,6.0,EUR/MWh,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",50 Diesel engine farm:  Variable O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
oil,2030,efficiency,0.35,per unit,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx","50 Diesel engine farm:  Electricity efficiency, annual average",/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
oil,2030,fuel,50.0,EUR/MWhth,IEA WEM2017 97USD/boe = http://www.iea.org/media/weowebsite/2017/WEM_Documentation_WEO2017.pdf, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
oil,2030,investment,343.0,EUR/kW,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",50 Diesel engine farm:  Specific investment,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
oil,2030,lifetime,25.0,years,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",50 Diesel engine farm:  Technical lifetime,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
onwind,2030,FOM,1.22,%/year,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",20 Onshore turbines:  Fixed O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
onwind,2030,VOM,1.35,EUR/MWh,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",20 Onshore turbines:  Variable O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
onwind,2030,investment,55.128,EUR/kW,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",20 Onshore turbines:  Nominal investment,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
onwind,2030,lifetime,30.0,years,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",20 Onshore turbines:  Technical lifetime,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
ror,2030,FOM,2.0,%/year,DIW DataDoc http://hdl.handle.net/10419/80348, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
ror,2030,efficiency,0.9,per unit,DIW DataDoc http://hdl.handle.net/10419/80348, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
ror,2030,investment,3312.24,EUR/kWel,DIW DataDoc http://hdl.handle.net/10419/80348, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
ror,2030,lifetime,80.0,years,IEA2010, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
seawater desalination,2030,FOM,4.0,%/year,"Caldera et al 2016: Local cost of seawater RO desalination based on solar PV and windenergy: A global estimate. (https://doi.org/10.1016/j.desal.2016.02.004), Table 1.",,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
seawater desalination,2030,electricity-input,3.03,kWh/m^3-H2O,"Caldera et al 2016: Local cost of seawater RO desalination based on solar PV and windenergy: A global estimate. (https://doi.org/10.1016/j.desal.2016.02.004), Fig. 4.",,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
seawater desalination,2030,investment,32882.05,EUR/(m^3-H2O/h),"Caldera et al 2017: Learning Curve for Seawater Reverse Osmosis Desalination Plants: Capital Cost Trend of the Past, Present, and Future (https://doi.org/10.1002/2017WR021402), Table 4.",,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
seawater desalination,2030,lifetime,30.0,years,"Caldera et al 2016: Local cost of seawater RO desalination based on solar PV and windenergy: A global estimate. (https://doi.org/10.1016/j.desal.2016.02.004), Table 1.",,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
solar,2030,FOM,1.95,%/year,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",22 Rooftop PV residential:  Fixed O&M [2020-EUR/MW_e/y],/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
solar,2030,VOM,0.01,EUR/MWhel,RES costs made up to fix curtailment order, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
solar,2030,investment,492.11,EUR/kW_e,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",22 Rooftop PV residential:  Nominal investment [2020-MEUR/MW_e],/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
solar,2030,lifetime,40.0,years,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",22 Rooftop PV residential:  Technical lifetime [years],/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
solar-rooftop,2030,FOM,1.42,%/year,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",22 Rooftop PV residential:  Fixed O&M [2020-EUR/MW_e/y],/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
solar-rooftop,2030,discount rate,0.04,per unit,standard for decentral, from old pypsa cost assumptions,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
solar-rooftop,2030,investment,636.66,EUR/kW_e,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",22 Rooftop PV residential:  Nominal investment [2020-MEUR/MW_e],/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
solar-rooftop,2030,lifetime,40.0,years,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",22 Rooftop PV residential:  Technical lifetime [years],/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
solar-rooftop commercial,2030,FOM,1.57,%/year,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",22 Rooftop PV commercial:  Fixed O&M [2020-EUR/MW_e/y],/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
solar-rooftop commercial,2030,investment,512.47,EUR/kW_e,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",22 Rooftop PV commercial:  Nominal investment [2020-MEUR/MW_e],/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
solar-rooftop commercial,2030,lifetime,40.0,years,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",22 Rooftop PV commercial:  Technical lifetime [years],/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
solar-rooftop residential,2030,FOM,1.27,%/year,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",22 Rooftop PV residential:  Fixed O&M [2020-EUR/MW_e/y],/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
solar-rooftop residential,2030,investment,760.86,EUR/kW_e,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",22 Rooftop PV residential:  Nominal investment [2020-MEUR/MW_e],/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
solar-rooftop residential,2030,lifetime,40.0,years,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",22 Rooftop PV residential:  Technical lifetime [years],/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
solar-utility,2030,FOM,2.48,%/year,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",22 Utility-scale PV:  Fixed O&M [2020-EUR/MW_e/y],/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
solar-utility,2030,investment,347.56,EUR/kW_e,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",22 Utility-scale PV:  Nominal investment [2020-MEUR/MW_e],/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
solar-utility,2030,lifetime,40.0,years,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",22 Utility-scale PV:  Technical lifetime [years],/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
solid biomass,2030,CO2 intensity,0.37,tCO2/MWh_th,Stoichiometric calculation with 18 GJ/t_DM LHV and 50% C-content for solid biomass,,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
solid biomass,2030,fuel,12.0,EUR/MWh_th,"JRC ENSPRESO ca avg for MINBIOWOOW1 (secondary forest residue wood chips), ENS_Ref for 2040",,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
solid biomass boiler steam,2030,FOM,6.08,%/year,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",311.1e Steam boiler Wood:  Fixed O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
solid biomass boiler steam,2030,VOM,2.82,EUR/MWh,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",311.1e Steam boiler Wood:  Variable O&M,/p/tmp/yanleizh/PyPSA-China-PIK/resources/data/costs/costs_2030.csv
